,Year,Tournament,Round,Player_1,Player_2,Result,Winner,Ranking,Total_games,Total_sets,Looser,Grand_Slams
7025,2019,USOpen,7,Alex De Minaur,Grigor Dimitrov,4-6 3-6 5-7,Grigor Dimitrov,4,31,3,Alex De Minaur,2
7026,2019,USOpen,7,Daniil Medvedev,Dominik Koepfer,3-6 6-3 6-2 7-6,Daniil Medvedev,4,26,2,Dominik Koepfer,2
7027,2019,USOpen,7,Roger Federer,David Goffin,6-2 6-2 6-0,Roger Federer,4,22,2,David Goffin,2
7170,2019,USOpen,7,Alexander Zverev,Diego Sebastian Schwartzman,3-6 4-6 2-6 6-3,Diego Sebastian Schwartzman,4,27,3,Alexander Zverev,2
7171,2019,USOpen,7,Matteo Berrettini,Andrey Rublev,6-1 6-4 7-6,Matteo Berrettini,4,30,2,Andrey Rublev,2
7172,2019,USOpen,7,Pablo Andujar,Gael Monfils,2-6 2-6 1-6,Gael Monfils,4,23,3,Pablo Andujar,2
7173,2019,USOpen,7,Rafael Nadal,Marin Cilic,6-3 3-6 6-1 6-2,Rafael Nadal,4,25,2,Marin Cilic,2
7317,2019,USOpen,9,Roger Federer,Grigor Dimitrov,2-6 4-6 6-3 4-6 6-3,Grigor Dimitrov,4,28,3,Roger Federer,2
7318,2019,USOpen,9,Stan Wawrinka,Daniil Medvedev,1-6 6-3 3-6 6-7,Daniil Medvedev,4,31,3,Stan Wawrinka,2
7459,2019,USOpen,9,Matteo Berrettini,Gael Monfils,3-6 6-3 6-2 3-6 7-6,Matteo Berrettini,4,26,2,Gael Monfils,2
7460,2019,USOpen,9,Rafael Nadal,Diego Sebastian Schwartzman,6-4 7-5 6-2,Rafael Nadal,4,30,2,Diego Sebastian Schwartzman,2
7607,2019,USOpen,10,Grigor Dimitrov,Daniil Medvedev,3-6 4-6 6-7,Daniil Medvedev,4,32,3,Grigor Dimitrov,2
7608,2019,USOpen,10,Matteo Berrettini,Rafael Nadal,1-6 4-6 6-7,Rafael Nadal,4,30,3,Matteo Berrettini,2
7770,2019,USOpen,12,Rafael Nadal,Daniil Medvedev,7-5 6-3 5-7 4-6 6-4,Rafael Nadal,4,33,2,Daniil Medvedev,2
14492,2019,Wimbledon,4,Alexander Zverev,Jiri Vesely,5-7 2-6 3-6 6-4,Jiri Vesely,4,27,3,Alexander Zverev,2
14493,2019,Wimbledon,4,Andrea Arnaboldi,Ivo Karlovic,6-7 4-6 4-6,Ivo Karlovic,4,33,3,Andrea Arnaboldi,2
14494,2019,Wimbledon,4,Benoit Paire,Juan Ignacio Londero,4-6 6-4 6-4 7-6,Benoit Paire,4,30,2,Juan Ignacio Londero,2
14495,2019,Wimbledon,4,Bradley Klahn,David Goffin,4-6 4-6 4-6,David Goffin,4,30,3,Bradley Klahn,2
14496,2019,Wimbledon,4,Daniil Medvedev,Paolo Lorenzi,6-3 7-6 7-6,Daniil Medvedev,4,35,2,Paolo Lorenzi,2
14497,2019,Wimbledon,4,Denis Kudla,Malek Jaziri,6-4 6-1 6-3,Denis Kudla,4,26,2,Malek Jaziri,2
14498,2019,Wimbledon,4,Dusan Lajovic,Hubert Hurkacz,4-6 4-6 6-4 3-6,Hubert Hurkacz,4,29,3,Dusan Lajovic,2
14499,2019,Wimbledon,4,Feliciano Lopez,Marcos Giron,6-4 6-2 6-4,Feliciano Lopez,4,28,2,Marcos Giron,2
14500,2019,Wimbledon,4,Felix Auger Aliassime,Vasek Pospisil,5-7 6-2 6-4 6-3,Felix Auger Aliassime,4,30,2,Vasek Pospisil,2
14501,2019,Wimbledon,4,Grigor Dimitrov,Corentin Moutet,1-6 3-6 6-7 6-3 6-2,Corentin Moutet,4,30,3,Grigor Dimitrov,2
14502,2019,Wimbledon,4,Guido Pella,Marius Copil,7-6 5-7 6-3 6-4,Guido Pella,4,34,2,Marius Copil,2
14503,2019,Wimbledon,4,Kamil Majchrzak,Fernando Verdasco,4-6 4-6 4-6,Fernando Verdasco,4,30,3,Kamil Majchrzak,2
14504,2019,Wimbledon,4,Kevin Anderson,Pierre-Hugues Herbert,6-3 6-4 6-2,Kevin Anderson,4,27,2,Pierre-Hugues Herbert,2
14505,2019,Wimbledon,4,Kyle Edmund,Jaume Antoni Munar Clar,6-4 6-4 6-4,Kyle Edmund,4,30,2,Jaume Antoni Munar Clar,2
14506,2019,Wimbledon,4,Leonardo Mayer,Ernests Gulbis,6-1 7-6 6-2,Leonardo Mayer,4,28,2,Ernests Gulbis,2
14507,2019,Wimbledon,4,Marcel Granollers,Lorenzo Sonego,7-6 6-4 6-4,Marcel Granollers,4,33,2,Lorenzo Sonego,2
14508,2019,Wimbledon,4,Martin Klizan,Jeremy Chardy,4-6 3-6 0-6 6-3,Jeremy Chardy,4,24,3,Martin Klizan,2
14509,2019,Wimbledon,4,Nicolas Jarry,Andreas Seppi,2-6 1-6 7-6 3-6,Andreas Seppi,4,29,3,Nicolas Jarry,2
14510,2019,Wimbledon,4,Pablo Carreno-Busta,Alexei Popyrin,2-6 5-7 6-7,Alexei Popyrin,4,33,3,Pablo Carreno-Busta,2
14511,2019,Wimbledon,4,Pablo Cuevas,Damir Dzumhur,4-6 7-6 2-6 6-4 6-2,Pablo Cuevas,4,31,2,Damir Dzumhur,2
14512,2019,Wimbledon,4,Philipp Kohlschreiber,Novak Djokovic,3-6 5-7 3-6,Novak Djokovic,4,30,3,Philipp Kohlschreiber,2
14513,2019,Wimbledon,4,Prajnesh Gunneswaran,Milos Raonic,2-6 4-6 6-7,Milos Raonic,4,31,3,Prajnesh Gunneswaran,2
14514,2019,Wimbledon,4,Reilly Opelka,Cedrik-Marcel Stebe,6-3 7-6 6-1,Reilly Opelka,4,29,2,Cedrik-Marcel Stebe,2
14515,2019,Wimbledon,4,Roberto Bautista Agut,Peter Gojowczyk,6-3 6-2 6-3,Roberto Bautista Agut,4,26,2,Peter Gojowczyk,2
14516,2019,Wimbledon,4,Roberto Carballes Baena,Miomir Kecmanovic,1-6 3-6 3-6 6-2,Miomir Kecmanovic,4,26,3,Roberto Carballes Baena,2
14517,2019,Wimbledon,4,Robin Haase,Jozef Kovalik,6-1 6-3 6-1,Robin Haase,4,23,2,Jozef Kovalik,2
14518,2019,Wimbledon,4,Ruben Bemelmans,Stan Wawrinka,2-6 2-6 3-6,Stan Wawrinka,4,25,3,Ruben Bemelmans,2
14519,2019,Wimbledon,4,Soon-Woo Kwon,Karen Khachanov,5-7 6-4 4-6 6-7,Karen Khachanov,4,33,3,Soon-Woo Kwon,2
14520,2019,Wimbledon,4,Stefanos Tsitsipas,Thomas Fabbiano,3-6 7-6 4-6 6-3 4-6,Thomas Fabbiano,4,29,3,Stefanos Tsitsipas,2
14521,2019,Wimbledon,4,Steve Darcis,Mischa Zverev,6-2 6-4 6-4,Steve Darcis,4,28,2,Mischa Zverev,2
14522,2019,Wimbledon,4,Yoshihito Nishioka,Janko Tipsarevic,2-6 7-5 2-6 7-6 4-6,Janko Tipsarevic,4,31,3,Yoshihito Nishioka,2
14691,2019,Wimbledon,4,Alex De Minaur,Marco Cecchinato,6-0 6-4 7-6,Alex De Minaur,4,29,2,Marco Cecchinato,2
14692,2019,Wimbledon,4,Alexander Bublik,Gregoire Barrere,3-6 3-6 4-6 6-3,Gregoire Barrere,4,28,3,Alexander Bublik,2
14693,2019,Wimbledon,4,Andrey Rublev,Christian Garin,4-6 6-4 7-5 6-4,Andrey Rublev,4,32,2,Christian Garin,2
14694,2019,Wimbledon,4,Bernard Tomic,Jo-Wilfried Tsonga,4-6 1-6 2-6,Jo-Wilfried Tsonga,4,25,3,Bernard Tomic,2
14695,2019,Wimbledon,4,Casper Ruud,John Isner,6-7 4-6 3-6,John Isner,4,32,3,Casper Ruud,2
14696,2019,Wimbledon,4,Daniel Evans,Federico Delbonis,6-3 7-6 6-3,Daniel Evans,4,31,2,Federico Delbonis,2
14697,2019,Wimbledon,4,Denis Istomin,Cameron Norrie,4-6 4-6 2-6,Cameron Norrie,4,28,3,Denis Istomin,2
14698,2019,Wimbledon,4,Denis Shapovalov,Richard Berankis,3-6 4-6 6-7,Richard Berankis,4,32,3,Denis Shapovalov,2
14699,2019,Wimbledon,4,Dominic Thiem,Sam Querrey,0-6 3-6 6-7 7-6,Sam Querrey,4,35,3,Dominic Thiem,2
14700,2019,Wimbledon,4,Fabio Fognini,Frances Tiafoe,5-7 6-4 6-3 4-6 6-4,Fabio Fognini,4,31,2,Frances Tiafoe,2
14701,2019,Wimbledon,4,Filip Krajinovic,Dominik Koepfer,1-6 6-7 6-4 3-6,Dominik Koepfer,4,32,3,Filip Krajinovic,2
14702,2019,Wimbledon,4,Gilles Simon,Salvatore Caruso,7-6 6-3 6-2,Gilles Simon,4,30,2,Salvatore Caruso,2
14703,2019,Wimbledon,4,Guido Andreozzi,Laslo Djere,3-6 6-7 6-7 6-3,Laslo Djere,4,35,3,Guido Andreozzi,2
14704,2019,Wimbledon,4,Hugo Dellien,John Millman,4-6 3-6 2-6,John Millman,4,27,3,Hugo Dellien,2
14705,2019,Wimbledon,4,Marcos Baghdatis,Brayden Schnur,6-2 6-4 6-4,Marcos Baghdatis,4,28,2,Brayden Schnur,2
14706,2019,Wimbledon,4,Marin Cilic,Adrian Mannarino,7-6 7-6 6-3,Marin Cilic,4,35,2,Adrian Mannarino,2
14707,2019,Wimbledon,4,Marton Fucsovics,Dennis Novak,3-6 6-4 7-6 6-2,Marton Fucsovics,4,32,2,Dennis Novak,2
14708,2019,Wimbledon,4,Matteo Berrettini,Aljaz Bedene,3-6 6-3 6-2 7-6,Matteo Berrettini,4,26,2,Aljaz Bedene,2
14709,2019,Wimbledon,4,Matthew Ebden,Diego Sebastian Schwartzman,2-6 3-6 6-3 4-6,Diego Sebastian Schwartzman,4,28,3,Matthew Ebden,2
14710,2019,Wimbledon,4,Mikhail Kukushkin,Pablo Andujar,6-3 6-2 6-4,Mikhail Kukushkin,4,27,2,Pablo Andujar,2
14711,2019,Wimbledon,4,Nick Kyrgios,Jordan Thompson,7-6 3-6 7-6 0-6 6-1,Nick Kyrgios,4,35,2,Jordan Thompson,2
14712,2019,Wimbledon,4,Nikoloz Basilashvili,James Ward,2-6 4-6 6-4 6-4 8-6,Nikoloz Basilashvili,4,28,2,James Ward,2
14713,2019,Wimbledon,4,Noah Rubin,Jay Clarke,4-6 4-6 5-7 6-4,Jay Clarke,4,32,3,Noah Rubin,2
14714,2019,Wimbledon,4,Paul Jubb,Joao Sousa,1-6 7-6 3-6 0-6,Joao Sousa,4,28,3,Paul Jubb,2
14715,2019,Wimbledon,4,Radu Albot,Jan-Lennard Struff,2-6 3-6 4-6,Jan-Lennard Struff,4,27,3,Radu Albot,2
14716,2019,Wimbledon,4,Richard Gasquet,Lucas Pouille,6-7 4-6 1-6,Lucas Pouille,4,30,3,Richard Gasquet,2
14717,2019,Wimbledon,4,Roger Federer,Lloyd Harris,3-6 6-1 6-2 6-2,Roger Federer,4,24,2,Lloyd Harris,2
14718,2019,Wimbledon,4,Steve Johnson,Albert Ramos-Vinolas,6-4 6-2 6-3,Steve Johnson,4,27,2,Albert Ramos-Vinolas,2
14719,2019,Wimbledon,4,Thiago Moura Monteiro,Kei Nishikori,4-6 6-7 4-6,Kei Nishikori,4,33,3,Thiago Moura Monteiro,2
14720,2019,Wimbledon,4,Tomas Berdych,Taylor Harry Fritz,3-6 4-6 4-6,Taylor Harry Fritz,4,29,3,Tomas Berdych,2
14721,2019,Wimbledon,4,Yasutaka Uchiyama,Tennys Sandgren,3-6 4-6 2-6 6-3,Tennys Sandgren,4,27,3,Yasutaka Uchiyama,2
14722,2019,Wimbledon,4,Yuichi Sugita,Rafael Nadal,3-6 1-6 3-6,Rafael Nadal,4,25,3,Yuichi Sugita,2
14891,2019,Wimbledon,5,Corentin Moutet,Felix Auger Aliassime,2-6 4-6 6-4 3-6,Felix Auger Aliassime,4,29,3,Corentin Moutet,2
14892,2019,Wimbledon,5,Daniil Medvedev,Alexei Popyrin,6-7 6-1 6-4 6-4,Daniil Medvedev,4,30,2,Alexei Popyrin,2
14893,2019,Wimbledon,5,Feliciano Lopez,Karen Khachanov,4-6 5-7 4-6 6-4,Karen Khachanov,4,32,3,Feliciano Lopez,2
14894,2019,Wimbledon,5,Guido Pella,Andreas Seppi,6-4 4-6 4-6 7-5 6-1,Guido Pella,4,30,2,Andreas Seppi,2
14895,2019,Wimbledon,5,Hubert Hurkacz,Leonardo Mayer,6-7 6-1 7-6 6-3,Hubert Hurkacz,4,33,2,Leonardo Mayer,2
14896,2019,Wimbledon,5,Ivo Karlovic,Thomas Fabbiano,4-6 7-6 3-6 7-6 3-6,Thomas Fabbiano,4,31,3,Ivo Karlovic,2
14897,2019,Wimbledon,5,Janko Tipsarevic,Kevin Anderson,4-6 1-6 7-6 4-6,Kevin Anderson,4,30,3,Janko Tipsarevic,2
14898,2019,Wimbledon,5,Jeremy Chardy,David Goffin,3-6 4-6 2-6,David Goffin,4,27,3,Jeremy Chardy,2
14899,2019,Wimbledon,5,Kyle Edmund,Fernando Verdasco,4-6 3-6 6-7 6-4 6-4,Fernando Verdasco,4,33,3,Kyle Edmund,2
14900,2019,Wimbledon,5,Marcel Granollers,Ugo Humbert,5-7 6-7 4-6,Ugo Humbert,4,35,3,Marcel Granollers,2
14901,2019,Wimbledon,5,Milos Raonic,Robin Haase,7-6 7-5 7-6,Milos Raonic,4,38,2,Robin Haase,2
14902,2019,Wimbledon,5,Novak Djokovic,Denis Kudla,6-3 6-2 6-2,Novak Djokovic,4,25,2,Denis Kudla,2
14903,2019,Wimbledon,5,Pablo Cuevas,Jiri Vesely,4-6 4-6 6-7 6-4,Jiri Vesely,4,33,3,Pablo Cuevas,2
14904,2019,Wimbledon,5,Stan Wawrinka,Reilly Opelka,6-8 4-6 6-4 6-3 5-7,Reilly Opelka,4,31,3,Stan Wawrinka,2
15025,2019,Wimbledon,5,Alex De Minaur,Steve Johnson,3-6 6-3 3-6 6-7 6-3,Steve Johnson,4,31,3,Alex De Minaur,2
15026,2019,Wimbledon,5,Andrey Rublev,Sam Querrey,3-6 2-6 3-6,Sam Querrey,4,26,3,Andrey Rublev,2
15027,2019,Wimbledon,5,Cameron Norrie,Kei Nishikori,0-6 4-6 4-6,Kei Nishikori,4,26,3,Cameron Norrie,2
15028,2019,Wimbledon,5,Diego Sebastian Schwartzman,Dominik Koepfer,6-0 6-3 7-5,Diego Sebastian Schwartzman,4,27,2,Dominik Koepfer,2
15029,2019,Wimbledon,5,Fabio Fognini,Marton Fucsovics,6-7 6-4 7-6 2-6 6-3,Fabio Fognini,4,36,2,Marton Fucsovics,2
15030,2019,Wimbledon,5,Gilles Simon,Tennys Sandgren,6-8 6-3 6-4 3-6 2-6,Tennys Sandgren,4,27,3,Gilles Simon,2
15031,2019,Wimbledon,5,Gregoire Barrere,Lucas Pouille,4-6 6-7 1-6,Lucas Pouille,4,30,3,Gregoire Barrere,2
15032,2019,Wimbledon,5,Jay Clarke,Roger Federer,2-6 6-7 1-6,Roger Federer,4,28,3,Jay Clarke,2
15033,2019,Wimbledon,5,Jo-Wilfried Tsonga,Richard Berankis,7-6 6-3 6-3,Jo-Wilfried Tsonga,4,31,2,Richard Berankis,2
15034,2019,Wimbledon,5,Joao Sousa,Marin Cilic,6-4 6-4 6-4,Joao Sousa,4,30,2,Marin Cilic,2
15035,2019,Wimbledon,5,Laslo Djere,John Millman,1-6 2-6 3-6,John Millman,4,24,3,Laslo Djere,2
15036,2019,Wimbledon,5,Marcos Baghdatis,Matteo Berrettini,3-6 6-7 1-6,Matteo Berrettini,4,29,3,Marcos Baghdatis,2
15037,2019,Wimbledon,5,Mikhail Kukushkin,John Isner,6-4 6-7 4-6 6-1 6-4,Mikhail Kukushkin,4,33,2,John Isner,2
15038,2019,Wimbledon,5,Nick Kyrgios,Rafael Nadal,6-7 6-7 6-3 3-6,Rafael Nadal,4,31,3,Nick Kyrgios,2
15039,2019,Wimbledon,5,Nikoloz Basilashvili,Daniel Evans,6-7 2-6 3-6,Daniel Evans,4,30,3,Nikoloz Basilashvili,2
15040,2019,Wimbledon,5,Taylor Harry Fritz,Jan-Lennard Struff,6-7 7-5 3-6 4-6,Jan-Lennard Struff,4,31,3,Taylor Harry Fritz,2
15101,2019,Wimbledon,6,Benoit Paire,Jiri Vesely,5-7 7-6 6-3 7-6,Benoit Paire,4,34,2,Jiri Vesely,2
15102,2019,Wimbledon,6,Daniil Medvedev,David Goffin,5-7 3-6 6-3 2-6 6-4,David Goffin,4,27,3,Daniil Medvedev,2
15103,2019,Wimbledon,6,Felix Auger Aliassime,Ugo Humbert,3-6 5-7 4-6,Ugo Humbert,4,31,3,Felix Auger Aliassime,2
15104,2019,Wimbledon,6,Fernando Verdasco,Thomas Fabbiano,6-4 7-6 6-4,Fernando Verdasco,4,33,2,Thomas Fabbiano,2
15105,2019,Wimbledon,6,Hubert Hurkacz,Novak Djokovic,4-6 1-6 7-6 5-7,Novak Djokovic,4,32,3,Hubert Hurkacz,2
15106,2019,Wimbledon,6,Karen Khachanov,Roberto Bautista Agut,1-6 6-7 3-6,Roberto Bautista Agut,4,29,3,Karen Khachanov,2
15107,2019,Wimbledon,6,Kevin Anderson,Guido Pella,6-7 3-6 4-6,Guido Pella,4,32,3,Kevin Anderson,2
15108,2019,Wimbledon,6,Reilly Opelka,Milos Raonic,1-6 2-6 6-7,Milos Raonic,4,28,3,Reilly Opelka,2
15156,2019,Wimbledon,6,Daniel Evans,Joao Sousa,4-6 6-4 5-7 4-6 6-4,Joao Sousa,4,32,3,Daniel Evans,2
15157,2019,Wimbledon,6,Diego Sebastian Schwartzman,Matteo Berrettini,3-6 6-7 6-4 6-7 7-6,Matteo Berrettini,4,36,3,Diego Sebastian Schwartzman,2
15158,2019,Wimbledon,6,Fabio Fognini,Tennys Sandgren,3-6 6-7 3-6,Tennys Sandgren,4,31,3,Fabio Fognini,2
15159,2019,Wimbledon,6,Jan-Lennard Struff,Mikhail Kukushkin,5-7 6-4 6-7 3-6,Mikhail Kukushkin,4,32,3,Jan-Lennard Struff,2
15160,2019,Wimbledon,6,John Millman,Sam Querrey,3-6 6-7 6-7,Sam Querrey,4,35,3,John Millman,2
15161,2019,Wimbledon,6,Kei Nishikori,Steve Johnson,6-4 6-3 6-2,Kei Nishikori,4,27,2,Steve Johnson,2
15162,2019,Wimbledon,6,Rafael Nadal,Jo-Wilfried Tsonga,6-2 6-3 6-2,Rafael Nadal,4,25,2,Jo-Wilfried Tsonga,2
15163,2019,Wimbledon,6,Roger Federer,Lucas Pouille,7-5 6-2 7-6,Roger Federer,4,33,2,Lucas Pouille,2
15430,2019,Wimbledon,7,Benoit Paire,Roberto Bautista Agut,2-6 5-7 3-6,Roberto Bautista Agut,4,29,3,Benoit Paire,2
15431,2019,Wimbledon,7,Fernando Verdasco,David Goffin,4-6 3-6 6-2 6-7,David Goffin,4,30,3,Fernando Verdasco,2
15432,2019,Wimbledon,7,Guido Pella,Milos Raonic,3-6 4-6 6-3 7-6 8-6,Guido Pella,4,28,2,Milos Raonic,2
15433,2019,Wimbledon,7,Kei Nishikori,Mikhail Kukushkin,6-3 3-6 6-3 6-4,Kei Nishikori,4,27,2,Mikhail Kukushkin,2
15434,2019,Wimbledon,7,Matteo Berrettini,Roger Federer,2-6 2-6 1-6,Roger Federer,4,23,3,Matteo Berrettini,2
15435,2019,Wimbledon,7,Rafael Nadal,Joao Sousa,6-2 6-2 6-2,Rafael Nadal,4,24,2,Joao Sousa,2
15436,2019,Wimbledon,7,Tennys Sandgren,Sam Querrey,6-7 6-7 7-6 4-6,Sam Querrey,4,36,3,Tennys Sandgren,2
15437,2019,Wimbledon,7,Ugo Humbert,Novak Djokovic,3-6 2-6 3-6,Novak Djokovic,4,26,3,Ugo Humbert,2
15823,2019,Wimbledon,9,Guido Pella,Roberto Bautista Agut,3-6 6-3 4-6 5-7,Roberto Bautista Agut,4,31,3,Guido Pella,2
15824,2019,Wimbledon,9,Novak Djokovic,David Goffin,6-4 6-0 6-2,Novak Djokovic,4,24,2,David Goffin,2
15825,2019,Wimbledon,9,Rafael Nadal,Sam Querrey,7-5 6-2 6-2,Rafael Nadal,4,28,2,Sam Querrey,2
15826,2019,Wimbledon,9,Roger Federer,Kei Nishikori,4-6 6-1 6-4 6-4,Roger Federer,4,27,2,Kei Nishikori,2
16047,2019,Wimbledon,10,Roberto Bautista Agut,Novak Djokovic,2-6 3-6 6-4 2-6,Novak Djokovic,4,27,3,Roberto Bautista Agut,2
16048,2019,Wimbledon,10,Roger Federer,Rafael Nadal,7-6 1-6 6-3 6-4,Roger Federer,4,29,2,Rafael Nadal,2
16135,2019,Wimbledon,12,Novak Djokovic,Roger Federer,7-6 1-6 7-6 4-6 13-12,Novak Djokovic,4,33,2,Roger Federer,2
22708,2019,USOpen,4,Andreas Seppi,Grigor Dimitrov,3-6 4-6 7-6 1-6,Grigor Dimitrov,4,30,3,Andreas Seppi,2
22709,2019,USOpen,4,Christopher Eubanks,Christian Garin,3-6 7-6 4-6 6-7 6-3,Christian Garin,4,32,3,Christopher Eubanks,2
22710,2019,USOpen,4,Corentin Moutet,David Goffin,0-6 4-6 6-3 3-6,David Goffin,4,28,3,Corentin Moutet,2
22711,2019,USOpen,4,Daniel Evans,Adrian Mannarino,6-4 6-3 2-6 6-3,Daniel Evans,4,27,2,Adrian Mannarino,2
22712,2019,USOpen,4,Denis Kudla,Janko Tipsarevic,3-6 6-1 7-6 6-1,Denis Kudla,4,29,2,Janko Tipsarevic,2
22713,2019,USOpen,4,Elliot Benchetrit,Damir Dzumhur,0-6 3-6 2-6 6-4,Damir Dzumhur,4,27,3,Elliot Benchetrit,2
22714,2019,USOpen,4,Evgeny Donskoy,Borna Coric,0-6 3-6 6-7,Borna Coric,4,28,3,Evgeny Donskoy,2
22715,2019,USOpen,4,Fabio Fognini,Reilly Opelka,3-6 7-6 4-6 3-6,Reilly Opelka,4,32,3,Fabio Fognini,2
22716,2019,USOpen,4,Gregoire Barrere,Cameron Norrie,7-6 6-4 4-6 6-7 7-6,Gregoire Barrere,4,33,2,Cameron Norrie,2
22717,2019,USOpen,4,Hubert Hurkacz,Jeremy Chardy,4-6 1-6 7-6 3-6 6-3,Jeremy Chardy,4,31,3,Hubert Hurkacz,2
22718,2019,USOpen,4,Jaume Antoni Munar Clar,Dominik Koepfer,5-7 7-5 6-7 4-6,Dominik Koepfer,4,35,3,Jaume Antoni Munar Clar,2
22719,2019,USOpen,4,Juan Ignacio Londero,Sam Querrey,3-6 6-1 7-6 7-5,Juan Ignacio Londero,4,29,2,Sam Querrey,2
22720,2019,USOpen,4,Laslo Djere,Miomir Kecmanovic,5-7 1-6 2-6,Miomir Kecmanovic,4,27,3,Laslo Djere,2
22721,2019,USOpen,4,Marton Fucsovics,Nikoloz Basilashvili,3-6 6-3 2-6 4-6 6-3,Nikoloz Basilashvili,4,27,3,Marton Fucsovics,2
22722,2019,USOpen,4,Nicolas Jarry,Kamil Majchrzak,4-6 6-1 6-7 6-7 7-6,Kamil Majchrzak,4,39,3,Nicolas Jarry,2
22723,2019,USOpen,4,Novak Djokovic,Roberto Carballes Baena,6-4 6-1 6-4,Novak Djokovic,4,27,2,Roberto Carballes Baena,2
22724,2019,USOpen,4,Pablo Carreno-Busta,Guido Pella,6-3 4-6 7-6 6-3,Pablo Carreno-Busta,4,32,2,Guido Pella,2
22725,2019,USOpen,4,Pablo Cuevas,Jack Sock,6-4 7-5 7-6,Pablo Cuevas,4,35,2,Jack Sock,2
22726,2019,USOpen,4,Paolo Lorenzi,Zachary Svajda,3-6 6-7 6-4 7-6 6-2,Paolo Lorenzi,4,32,2,Zachary Svajda,2
22727,2019,USOpen,4,Philipp Kohlschreiber,Lucas Pouille,4-6 4-6 6-4 3-6,Lucas Pouille,4,29,3,Philipp Kohlschreiber,2
22728,2019,USOpen,4,Pierre-Hugues Herbert,Alex De Minaur,5-7 7-6 2-6 4-6,Alex De Minaur,4,31,3,Pierre-Hugues Herbert,2
22729,2019,USOpen,4,Prajnesh Gunneswaran,Daniil Medvedev,2-6 1-6 4-6,Daniil Medvedev,4,25,3,Prajnesh Gunneswaran,2
22730,2019,USOpen,4,Richard Berankis,Jiri Vesely,4-6 7-6 3-6 7-6 6-4,Richard Berankis,4,32,2,Jiri Vesely,2
22731,2019,USOpen,4,Stan Wawrinka,Jannik Sinner,6-3 7-6 4-6 6-3,Stan Wawrinka,4,32,2,Jannik Sinner,2
22732,2019,USOpen,4,Steve Darcis,Dusan Lajovic,3-6 3-6 5-7,Dusan Lajovic,4,30,3,Steve Darcis,2
22733,2019,USOpen,4,Sumit Nagal,Roger Federer,4-6 2-6 1-6 6-4,Roger Federer,4,25,3,Sumit Nagal,2
22734,2019,USOpen,4,Taylor Harry Fritz,Feliciano Lopez,4-6 3-6 4-6 6-3,Feliciano Lopez,4,28,3,Taylor Harry Fritz,2
22735,2019,USOpen,4,Thiago Moura Monteiro,Bradley Klahn,3-6 2-6 3-6,Bradley Klahn,4,26,3,Thiago Moura Monteiro,2
22736,2019,USOpen,4,Tomas Berdych,Jenson Brooksby,4-6 4-6 6-2 1-6,Jenson Brooksby,4,25,3,Tomas Berdych,2
22737,2019,USOpen,4,Yoshihito Nishioka,Marcos Giron,3-6 6-4 6-4 6-4,Yoshihito Nishioka,4,29,2,Marcos Giron,2
22856,2019,USOpen,4,Andrey Rublev,Stefanos Tsitsipas,6-4 6-7 7-6 7-5,Andrey Rublev,4,36,2,Stefanos Tsitsipas,2
22857,2019,USOpen,4,Antoine Hoang,Leonardo Mayer,3-6 6-2 6-7 6-1 6-3,Antoine Hoang,4,30,2,Leonardo Mayer,2
22858,2019,USOpen,4,Bjorn Fratangelo,Gilles Simon,5-7 5-7 5-7 7-5,Gilles Simon,4,36,3,Bjorn Fratangelo,2
22859,2019,USOpen,4,Brayden Schnur,Benoit Paire,4-6 4-6 2-6,Benoit Paire,4,28,3,Brayden Schnur,2
22860,2019,USOpen,4,Casper Ruud,Jan-Lennard Struff,2-6 4-6 4-6,Jan-Lennard Struff,4,28,3,Casper Ruud,2
22861,2019,USOpen,4,Cedrik-Marcel Stebe,Filip Krajinovic,6-3 4-6 6-4 7-6,Cedrik-Marcel Stebe,4,29,2,Filip Krajinovic,2
22862,2019,USOpen,4,Denis Shapovalov,Felix Auger Aliassime,6-1 6-1 6-4,Denis Shapovalov,4,24,2,Felix Auger Aliassime,2
22863,2019,USOpen,4,Diego Sebastian Schwartzman,Robin Haase,6-3 7-6 6-0,Diego Sebastian Schwartzman,4,28,2,Robin Haase,2
22864,2019,USOpen,4,Ernesto Escobedo,Hyeon Chung,2-6 4-6 7-6 4-6 6-3,Hyeon Chung,4,32,3,Ernesto Escobedo,2
22865,2019,USOpen,4,Federico Delbonis,Alexei Popyrin,6-7 5-7 1-6,Alexei Popyrin,4,32,3,Federico Delbonis,2
22866,2019,USOpen,4,Fernando Verdasco,Tobias Kamke,6-3 3-6 6-1 6-2,Fernando Verdasco,4,25,2,Tobias Kamke,2
22867,2019,USOpen,4,Gael Monfils,Albert Ramos-Vinolas,7-6 6-4 6-3,Gael Monfils,4,32,2,Albert Ramos-Vinolas,2
22868,2019,USOpen,4,Guillermo Garcia-Lopez,John Isner,4-6 4-6 3-6,John Isner,4,29,3,Guillermo Garcia-Lopez,2
22869,2019,USOpen,4,Henri Laaksonen,Marco Cecchinato,7-6 7-6 2-6 3-6 7-6,Henri Laaksonen,4,34,2,Marco Cecchinato,2
22870,2019,USOpen,4,Jo-Wilfried Tsonga,Tennys Sandgren,5-7 6-7 4-6 7-6 6-1,Tennys Sandgren,4,30,3,Jo-Wilfried Tsonga,2
